                                          POR        JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
13876BIRMINGHAM,AL                   193001-201812    11    10    11     9    10    10    12    10     8     6     9    11   117
03856HUNTSVILLE,AL                   195809-201812    11    10    11    10    10    10    11     9     8     7     9    11   116
13894MOBILE,AL                       194801-201812    10     9    10     7     8    12    15    14    10     6     8    10   120
13895MONTGOMERY,AL                   194801-201812    10     9    10     8     8     9    12     9     7     6     7    10   107
26451ANCHORAGE,AK                    195204-201812     8     8     7     6     6     8    12    14    14    11     9    11   115
25308ANNETTE,AK                      194101-201809    21    18    21    19    16    15    15    15    18    24    23    23   226
27502BARROW,AK                       190109-201812     4     5     4     4     5     5     9    11    11    12     7     5    82
26615BETHEL,AK                       192308-201812     9     8     9     9    11    12    16    19    17    13    12    11   145
26533BETTLES,AK                      195105-201812     8     8     7     6     7    10    12    14    12    11    10    11   117
26415BIG DELTA,AK                    193702-201812     6     5     4     4     7    12    13    12     9     8     7     6    93
25624COLD BAY,AK                     195003-201812    20    18    19    18    17    16    18    21    21    24    23    22   236
26411FAIRBANKS,AK                    192912-201812     8     6     6     4     7    11    13    13    10    11    10     9   108
26425GULKANA,AK                      190903-201812     7     6     4     3     6    10    12    12    11     8     7     8    95
25507HOMER,AK                        193209-201812    13    11    10    10     9     9    11    14    16    15    13    14   146
25309JUNEAU,AK                       193609-201812    19    17    18    17    17    16    17    18    21    23    20    21   224
25503KING SALMON,AK                  194202-201812    10    10    10    10    12    14    15    17    17    14    12    12   154
25501KODIAK,AK                       194901-201812    18    17    16    17    17    16    15    15    17    17    17    18   198
26616KOTZEBUE,AK                     190306-201812     8     7     7     6     6     6    10    13    11    10     9     9   103
26510MCGRATH,AK                      193904-201812    10     9     9     7     9    13    15    17    14    12    11    12   137
26617NOME,AK                         190008-201812    10     9     9     8     8     9    13    16    14    11    11    10   128
25713ST. PAUL ISLAND,AK              194901-201812    18    15    16    14    14    13    15    18    20    22    23    21   208
26528TALKEETNA,AK                    191807-201812     8     8     8     7    10    11    14    17    15    12     9    10   131
26442VALDEZ,AK                       191705-201402    14    13    12    12    14    13    16    18    19    18    14    15   177
